PRACTICE_ID,STATE,NUM_EPS_VM,GPRO,ELIG_UP_ADJUST,CATEGORY,VM_PAYMENT_ADJ,UPDATED_VM,COST_COMP_TIER_TEXT,QUAL_COMP_TIER_TEXT,ZB_COST_CMPSCR_POOL_RND,ZB_QUAL_CMPSCR_POOL_RND
16217885492,MA,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.07,0.72
16226865621,TN,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,.,0.78
16227446075,FL,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,0.03,0.46
16229352474,WI,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.05,0.12
16270372395,NJ,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.17,0.19
16285176263,PA,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,0.04,0.68
16285954069,KY,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-0.20,.
16292266624,NY,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-1.14,.
16316367159,WI,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-0.17,.
16320513338,PA,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,.,.
16344104130,CA,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.63,0.40
16349053006,CO,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-1.22,.
16353565547,CT,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-0.12,.
16361802914,NY,100+ EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,-0.26,-0.03
16365657197,PA,100+ EPs,1,Not Eligible,CAT1,0.0,.,Average,Average,0.18,-0.10
16374203500,MI,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-0.21,.
16380227641,AL,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,0.12,-0.20
16391576810,FL,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,0.29,.
16408415460,NY,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,0.08,-0.34
16410893721,FL,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,0.17,1.02
16451225437,VA,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.96,-0.62
16454684203,IL,100+ EPs,1,Not Eligible,CAT1,0.0,.,Average,Average,-0.28,0.87
16464200949,MA,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,1.07,.
16465868647,TX,100+ EPs,1,N/A,CAT2,-1.0%,.,N/A,N/A,0.19,.
16474816708,TN,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,.,.
16515419162,DE,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.31,0.58
16531530111,SC,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.41,0.19
16535129659,NY,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.63,-0.31
16539121338,TX,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,0.11,-0.34
16549424333,AL,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,1.44,.
16584728141,TX,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-0.16,.
16588944327,TX,100+ EPs,1,N/A,CAT2,-1.0%,.,N/A,N/A,0.76,.
16617300417,RI,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.15,0.14
16617444013,TX,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,0.11,-0.72
16638930621,PA,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,0.24,-0.46
16640113648,MO,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-1.18,.
16646075717,OH,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,.,.
16646468134,TX,100+ EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,-0.48,0.52
16703424565,WI,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.36,0.41
16703930441,CA,100+ EPs,1,Not Eligible,CAT1,0.0,.,Average,Average,-0.57,0.49
16707474370,NY,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,0.23,.
16714862187,CA,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.04,-0.31
16740175027,RI,100+ EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,0.07,-0.19
16753830013,WV,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.04,-0.34
16778378822,MN,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,.,.
16780698711,FL,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,0.56,-0.44
16785571924,WA,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.38,0.25
16800769802,CA,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-0.79,.
16817536109,IA,100+ EPs,1,Not Eligible,CAT1,0.0,.,Average,Average,-0.39,0.70
16823388797,FL,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,2.60,-7.38
16826812732,WI,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.26,0.49
16860859149,TX,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,.,.
16862440109,NC,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,.,.
16913116921,MI,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-0.31,.
16918977378,RI,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,.,.
16937781533,WA,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.24,0.10
16951518606,CA,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,.,.
16988685627,MT,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,0.33,-1.42
16997040198,TX,100+ EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,-0.47,0.15
16997310323,AL,100+ EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,0.36,-0.78
17000381346,DC,100+ EPs,1,N/A,CAT2,-1.0%,.,N/A,N/A,-0.48,.
17000468476,FL,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,.,.
17006892259,MT,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-0.20,.
17016186858,MO,100+ EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,-0.75,-0.04
17026593438,IL,100+ EPs,1,N/A,CAT2,-1.0%,.,N/A,N/A,0.16,.
17065922676,IL,100+ EPs,1,Not Eligible,CAT1,0.0,.,Average,Average,-0.33,0.43
17112980815,KY,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.39,0.79
17120026503,NY,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.30,.
17126993192,CA,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.36,0.58
17131730143,OR,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,.,.
17134841613,TX,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,0.24,-0.32
17156298796,WI,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.02,-0.54
17165086455,IN,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.19,0.15
17172977137,NH,100+ EPs,1,Not Eligible,CAT1,0.0,.,Average,Average,0.14,-0.24
17183193739,LA,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.23,-0.44
17215728871,WI,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.02,0.17
17218603359,MD,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.17,-0.64
17220378245,TX,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,0.06,0.63
17220846582,NY,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.03,-0.21
17223172653,GA,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-1.68,1.86
17226840870,MI,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,1.05,-0.69
17238174155,OH,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-0.23,.
17244693851,MA,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.05,0.00
17245749519,FL,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,1.24,.
17256426732,NY,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,.,.
17260813592,OH,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-0.51,.
17262874704,TN,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,.,.
17307644612,PA,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.24,0.70
17324354094,TX,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,0.44,0.02
17334949977,LA,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.26,0.65
17345272819,AZ,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-0.20,.
17352470502,VA,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,.,-4.52
17364613241,FL,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,.,.
17394252924,TX,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,.,.
17395000255,AZ,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.11,0.27
17401382248,FL,100+ EPs,0,Not Eligible,CAT1,-0.5%,.,High,Average,1.96,-0.78
17416062853,CA,100+ EPs,1,Not Eligible,CAT1,0.0,.,Average,Average,-0.40,-0.09
17427014648,ID,100+ EPs,1,Not Eligible,CAT1,0.0,.,Average,Average,0.30,0.23
17442742693,KS,100+ EPs,0,Not Eligible,CAT1,0.0,.,Average,Average,-0.13,0.81
17452351495,MA,100+ EPs,1,Not Eligible,CAT1,1.0xAF,.,Average,High,-0.02,1.01
17487982888,NJ,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-0.23,.
17491941245,KY,100+ EPs,1,Not Eligible,CAT1,0.0,.,Average,Average,0.23,0.24
17492950319,PA,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,0.23,0.28
17498683945,MI,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-0.46,.
17501096283,NC,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,0.06,.
17503519496,MO,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,.,.
17534142527,OK,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,.,.
17534534004,MN,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.18,0.35
17542631919,KS,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.41,-0.69
17543327699,MI,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,.,.
17552756769,OH,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.15,-0.63
17553713910,TX,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,0.01,-0.16
17557866063,VA,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,.,.
17560427086,WI,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.38,0.67
17569881258,NY,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,2.24,-0.85
17571759179,DE,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-0.89,.
17580000299,MO,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,0.57,-0.01
17582365609,MN,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,.,.
17596436511,TN,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,0.23,0.15
17610745700,MI,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,0.31,0.70
17611656317,MI,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.43,1.03
17617534944,OH,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.31,.
17632131325,NM,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,.,.
17641159217,TX,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,.,.
17650915880,AL,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.40,-0.37
17653680886,OH,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,.,1.86
17684649040,KY,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.04,-0.89
17684760010,MD,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.25,-0.05
17685522383,OH,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,0.06,0.44
17718277501,IL,100+ EPs,1,N/A,CAT2,-1.0%,.,N/A,N/A,-0.46,.
17723118728,PA,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.26,0.52
17728385080,PA,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,0.12,-0.21
17736272644,MA,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,0.07,0.87
17741899530,OH,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-0.17,.
17772484373,MS,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,0.63,-0.13
17773898614,MO,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.17,0.40
17774231776,CT,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,1.00,.
17778389656,MO,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,.,.
17778496884,MI,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,.,.
17792813338,MI,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-0.01,.
17809040961,WI,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-0.13,.
17824214224,UT,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.15,-1.88
17825375353,MD,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-1.06,-1.14
17848288086,MT,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-0.49,.
17850155192,MN,100+ EPs,1,Not Eligible,CAT1,1.0xAF,.,Average,High,-0.07,1.34
17852102664,WA,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,.,.
17878957169,GA,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,0.03,-0.10
17883710318,NC,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.04,0.05
17887650814,ND,100+ EPs,1,Not Eligible,CAT1,1.0xAF,.,Average,High,0.07,1.23
17896874610,NC,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,0.02,0.59
17899060521,CO,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,.,.
17902866148,WI,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.02,-0.01
17904993063,IL,100+ EPs,1,N/A,CAT2,-1.0%,.,N/A,N/A,-0.31,.
17916847963,NE,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.03,-0.14
17928886083,TX,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,.,.
17933405491,OH,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,0.35,.
17938479266,UT,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,.,.
17939448696,PA,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.11,-0.13
17957013554,PA,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,0.59,-0.57
17966627106,TN,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.16,0.30
17972734982,NY,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,0.00,.
17978934345,WI,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.10,0.47
17979562625,IA,100+ EPs,1,Not Eligible,CAT1,0.0,.,Average,Average,-0.34,0.94
17986139913,MO,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-0.13,.
17993309768,MA,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.24,-0.51
18005989440,MS,100+ EPs,1,Not Eligible,CAT1,0.0,.,Average,Average,0.17,-0.20
18019294976,VA,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-0.04,.
18026260622,NY,100+ EPs,1,N/A,CAT2,-1.0%,.,N/A,N/A,-0.45,.
18032911983,MN,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-1.55,0.34
18046722430,WA,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,.,.
18046794459,FL,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-1.65,1.58
18078768779,PA,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.15,0.17
18081892184,OR,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,0.34,.
18084975853,OK,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,0.01,.
18085145803,CA,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,1.06,-4.78
18102759991,NY,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,-1.04,0.60
18107573860,WA,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,.,.
18123416160,WA,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.18,0.24
18125254083,WA,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.14,0.26
18139492082,TX,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.73,-0.21
18141043193,SD,100+ EPs,1,Not Eligible,CAT1,1.0xAF,.,Average,High,0.00,1.30
18145445168,NY,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-1.63,-1.65
18159468937,NC,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,.,.
18179200024,NY,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-0.46,.
18189873881,NV,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,0.24,.
18220178766,IA,100+ EPs,1,Not Eligible,CAT1,0.0,.,Average,Average,-0.28,0.71
18221204513,NY,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-0.19,.
18225336235,AZ,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,-0.88,.
18226186440,GA,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.22,-0.32
18233647616,OH,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.66,0.85
18243813964,TX,100+ EPs,1,Not Eligible,CAT1,1.0xAF,.,Average,High,0.68,1.52
18250949348,OH,100+ EPs,0,N/A,CAT2,-1.0%,.,N/A,N/A,.,.
18251375977,CA,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.21,-0.82
18271715527,PA,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.02,0.58
18281395824,OH,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,.,.
18287901759,NC,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.21,-0.27
18298081041,PA,100+ EPs,1,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.10,-2.31
18299399931,NE,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,-0.04,-0.25
18316843316,IL,100+ EPs,0,Not Eligible,CAT1,0.0,.,N/A,N/A,.,.
